id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
652.0,-117.04,32.83,8.0,2205.0,348.0,777.0,341.0,6.0266,150001 - 200000
653.0,-117.04,32.81,12.0,2880.0,406.0,1381.0,418.0,6.5412,250001 - 300000
654.0,-117.04,32.8,25.0,2504.0,345.0,1067.0,350.0,5.7416,200001 - 250000
655.0,-117.04,32.8,11.0,1802.0,440.0,630.0,428.0,2.0337,100001 - 150000
656.0,-117.04,32.79,23.0,2491.0,350.0,863.0,348.0,6.7196,300001 - 350000
657.0,-117.04,32.77,21.0,1824.0,447.0,962.0,431.0,2.7826,100001 - 150000
658.0,-117.04,32.77,16.0,7963.0,1881.0,3769.0,1804.0,2.9624,100001 - 150000
659.0,-117.04,32.76,43.0,3171.0,665.0,1534.0,625.0,3.141,100001 - 150000
660.0,-117.04,32.76,37.0,2979.0,557.0,1285.0,564.0,3.7368,150001 - 200000
661.0,-117.04,32.75,36.0,2297.0,418.0,1070.0,392.0,3.5192,100001 - 150000
662.0,-117.04,32.74,5.0,2878.0,785.0,1727.0,758.0,1.7179,100001 - 150000
663.0,-117.04,32.74,33.0,3880.0,770.0,2288.0,805.0,3.6848,100001 - 150000
664.0,-117.04,32.72,24.0,5474.0,955.0,3020.0,904.0,4.0813,100001 - 150000
665.0,-117.04,32.71,28.0,5274.0,991.0,3727.0,961.0,3.57,100001 - 150000
666.0,-117.04,32.69,9.0,3417.0,860.0,2521.0,828.0,3.02,150001 - 200000
667.0,-117.04,32.68,13.0,2132.0,425.0,1345.0,432.0,4.0,50001 - 100000
668.0,-117.04,32.68,11.0,1875.0,357.0,1014.0,386.0,4.375,100001 - 150000
669.0,-117.04,32.67,14.0,3464.0,683.0,2139.0,734.0,4.0668,100001 - 150000
670.0,-117.04,32.66,22.0,3362.0,630.0,1471.0,612.0,4.1442,300001 - 350000
671.0,-117.04,32.65,8.0,8806.0,1401.0,3159.0,1059.0,4.2155,200001 - 250000
672.0,-117.04,32.64,5.0,2329.0,542.0,1213.0,514.0,4.0298,200001 - 250000
673.0,-117.04,32.63,26.0,2756.0,422.0,1166.0,398.0,5.1354,150001 - 200000
674.0,-117.04,32.63,26.0,2074.0,356.0,1228.0,335.0,4.1154,150001 - 200000
675.0,-117.04,32.62,27.0,1710.0,282.0,1089.0,297.0,4.6793,150001 - 200000
676.0,-117.04,32.6,20.0,8052.0,1461.0,5094.0,1430.0,4.2241,100001 - 150000
677.0,-117.04,32.6,18.0,4747.0,846.0,3002.0,872.0,3.9076,150001 - 200000
678.0,-117.04,32.58,20.0,2029.0,357.0,1497.0,353.0,4.0089,100001 - 150000
679.0,-117.04,32.58,14.0,2355.0,406.0,1883.0,401.0,5.0311,150001 - 200000
680.0,-117.04,32.55,15.0,2206.0,648.0,2511.0,648.0,1.6348,50001 - 100000
681.0,-117.04,32.54,7.0,938.0,297.0,1187.0,282.0,1.2667,50001 - 100000
682.0,-117.05,34.89,36.0,1199.0,260.0,665.0,229.0,3.7065,50001 - 100000
683.0,-117.05,34.04,23.0,3967.0,766.0,1518.0,698.0,2.29,100001 - 150000
684.0,-117.05,34.03,28.0,3009.0,698.0,1200.0,626.0,1.3993,100001 - 150000
685.0,-117.05,34.02,21.0,3098.0,646.0,1351.0,614.0,2.598,100001 - 150000
686.0,-117.05,34.01,27.0,5484.0,1205.0,2645.0,1131.0,2.1927,100001 - 150000
687.0,-117.05,33.52,5.0,3471.0,530.0,1541.0,502.0,4.8083,300001 - 350000
688.0,-117.05,33.29,17.0,1800.0,312.0,891.0,281.0,7.0177,250001 - 300000
689.0,-117.05,33.26,14.0,3103.0,569.0,1704.0,539.0,3.7644,250001 - 300000
690.0,-117.05,33.14,16.0,4552.0,1166.0,2737.0,1051.0,2.25,100001 - 150000
691.0,-117.05,33.13,22.0,2427.0,390.0,1099.0,362.0,5.2323,150001 - 200000
692.0,-117.05,33.13,20.0,7746.0,2035.0,5370.0,1838.0,2.3762,50001 - 100000
693.0,-117.05,33.13,17.0,2385.0,372.0,1118.0,369.0,4.2813,150001 - 200000
694.0,-117.05,33.11,18.0,4393.0,642.0,2095.0,677.0,5.4786,200001 - 250000
695.0,-117.05,33.05,6.0,7916.0,1293.0,2741.0,1204.0,5.6436,250001 - 300000
696.0,-117.05,33.04,12.0,1840.0,254.0,580.0,234.0,6.7769,350001 - 400000
697.0,-117.05,33.02,18.0,917.0,121.0,388.0,131.0,6.3517,250001 - 300000
698.0,-117.05,33.01,19.0,3558.0,588.0,1439.0,578.0,4.625,200001 - 250000
699.0,-117.05,33.01,17.0,3430.0,425.0,1468.0,433.0,10.6186,400001 - 450000
700.0,-117.05,32.97,17.0,9911.0,1436.0,4763.0,1414.0,5.5882,150001 - 200000
701.0,-117.05,32.96,18.0,3593.0,661.0,1992.0,626.0,4.8295,150001 - 200000
702.0,-117.05,32.95,17.0,4814.0,1091.0,3013.0,1078.0,3.2369,150001 - 200000
703.0,-117.05,32.95,17.0,3039.0,555.0,1297.0,552.0,3.9531,150001 - 200000
704.0,-117.05,32.82,16.0,4046.0,731.0,1684.0,701.0,4.2312,150001 - 200000
705.0,-117.05,32.81,17.0,1885.0,292.0,771.0,301.0,5.6402,200001 - 250000
706.0,-117.05,32.8,25.0,1905.0,250.0,865.0,253.0,6.4797,200001 - 250000
707.0,-117.05,32.8,23.0,3309.0,401.0,1116.0,386.0,7.916,300001 - 350000
708.0,-117.05,32.8,17.0,1475.0,308.0,549.0,293.0,3.7167,150001 - 200000
709.0,-117.05,32.8,16.0,1561.0,378.0,574.0,350.0,3.0035,50001 - 100000
710.0,-117.05,32.78,37.0,1184.0,178.0,529.0,192.0,4.7941,150001 - 200000
711.0,-117.05,32.77,33.0,3535.0,683.0,1568.0,672.0,2.8097,150001 - 200000
712.0,-117.05,32.77,23.0,2556.0,662.0,1200.0,548.0,1.8899,100001 - 150000
713.0,-117.05,32.76,46.0,1887.0,359.0,795.0,358.0,3.25,150001 - 200000
714.0,-117.05,32.75,43.0,1718.0,344.0,826.0,336.0,2.7014,100001 - 150000
715.0,-117.05,32.75,36.0,2024.0,408.0,1030.0,390.0,3.8233,100001 - 150000
716.0,-117.05,32.75,35.0,2144.0,388.0,1003.0,383.0,3.0938,100001 - 150000
717.0,-117.05,32.75,29.0,2767.0,612.0,1437.0,587.0,2.8306,100001 - 150000
718.0,-117.05,32.74,34.0,2178.0,455.0,1193.0,446.0,3.1719,100001 - 150000
719.0,-117.05,32.73,27.0,3184.0,588.0,1763.0,571.0,3.5529,100001 - 150000
720.0,-117.05,32.72,35.0,3669.0,617.0,1694.0,585.0,3.9485,100001 - 150000
721.0,-117.05,32.72,35.0,1777.0,369.0,1158.0,353.0,3.4107,100001 - 150000
722.0,-117.05,32.69,8.0,831.0,158.0,740.0,154.0,5.3908,150001 - 200000
723.0,-117.05,32.69,21.0,991.0,210.0,695.0,203.0,3.625,100001 - 150000
724.0,-117.05,32.69,14.0,1689.0,555.0,1319.0,527.0,3.16,100001 - 150000
725.0,-117.05,32.68,35.0,3414.0,580.0,1761.0,522.0,3.9922,100001 - 150000
726.0,-117.05,32.68,19.0,1469.0,275.0,1010.0,292.0,3.5664,150001 - 200000
727.0,-117.05,32.68,15.0,1828.0,359.0,955.0,248.0,3.2174,150001 - 200000
728.0,-117.05,32.67,32.0,4227.0,785.0,2842.0,795.0,3.9646,100001 - 150000
729.0,-117.05,32.67,16.0,2168.0,343.0,1589.0,338.0,5.4863,150001 - 200000
730.0,-117.05,32.63,31.0,4911.0,861.0,2334.0,843.0,4.1958,150001 - 200000
731.0,-117.05,32.62,34.0,3928.0,686.0,2315.0,681.0,4.2851,100001 - 150000
732.0,-117.05,32.61,26.0,1563.0,286.0,1145.0,313.0,3.8615,100001 - 150000
733.0,-117.05,32.61,21.0,6034.0,1205.0,3795.0,1146.0,3.2633,100001 - 150000
734.0,-117.05,32.59,26.0,1919.0,345.0,1326.0,341.0,4.2679,100001 - 150000
735.0,-117.05,32.59,16.0,4683.0,929.0,3073.0,865.0,3.0495,50001 - 100000
736.0,-117.05,32.58,25.0,2185.0,370.0,1558.0,369.0,5.3072,100001 - 150000
737.0,-117.05,32.58,22.0,2101.0,399.0,1551.0,371.0,4.1518,100001 - 150000
738.0,-117.05,32.56,22.0,2172.0,563.0,2049.0,524.0,2.0159,100001 - 150000
739.0,-117.05,32.56,18.0,1215.0,320.0,1195.0,349.0,1.9875,100001 - 150000
740.0,-117.05,32.56,17.0,985.0,233.0,811.0,223.0,2.875,100001 - 150000
741.0,-117.06,34.9,36.0,2828.0,916.0,1762.0,736.0,1.4318,50001 - 100000
742.0,-117.06,34.17,21.0,2520.0,582.0,416.0,151.0,2.712,50001 - 100000
743.0,-117.06,34.03,27.0,1945.0,446.0,859.0,418.0,1.5203,100001 - 150000
744.0,-117.06,34.02,24.0,3912.0,809.0,1926.0,762.0,2.6875,100001 - 150000
745.0,-117.06,34.0,33.0,1575.0,326.0,879.0,282.0,2.5357,50001 - 100000
746.0,-117.06,33.78,17.0,2813.0,565.0,1345.0,488.0,2.5847,100001 - 150000
747.0,-117.06,33.17,4.0,5465.0,974.0,2844.0,950.0,4.4477,150001 - 200000
748.0,-117.06,33.15,24.0,2155.0,379.0,1158.0,360.0,4.7941,100001 - 150000
749.0,-117.06,33.13,12.0,8742.0,2114.0,4854.0,1957.0,2.8015,100001 - 150000
750.0,-117.06,33.09,11.0,7483.0,1276.0,3516.0,1261.0,4.0484,250001 - 300000
751.0,-117.06,33.04,17.0,1785.0,255.0,667.0,277.0,5.7382,250001 - 300000
752.0,-117.06,33.03,23.0,2023.0,309.0,678.0,340.0,7.0913,250001 - 300000
753.0,-117.06,33.02,24.0,830.0,190.0,279.0,196.0,1.9176,100001 - 150000
754.0,-117.06,33.02,17.0,2635.0,389.0,994.0,359.0,5.8966,250001 - 300000
755.0,-117.06,33.01,9.0,2470.0,417.0,904.0,427.0,4.4219,200001 - 250000
756.0,-117.06,32.99,16.0,1306.0,196.0,713.0,222.0,6.2683,150001 - 200000
757.0,-117.06,32.97,17.0,4754.0,877.0,2412.0,832.0,4.3548,150001 - 200000
758.0,-117.06,32.81,17.0,3939.0,550.0,1694.0,553.0,6.7927,200001 - 250000
759.0,-117.06,32.8,17.0,2247.0,340.0,973.0,318.0,5.5,200001 - 250000
760.0,-117.06,32.79,21.0,3787.0,492.0,1246.0,457.0,9.6023,350001 - 400000
761.0,-117.06,32.79,17.0,2524.0,332.0,771.0,317.0,8.7604,300001 - 350000
762.0,-117.06,32.77,34.0,1730.0,373.0,730.0,350.0,2.0284,150001 - 200000
763.0,-117.06,32.77,18.0,2269.0,682.0,1329.0,581.0,1.7951,150001 - 200000
764.0,-117.06,32.76,38.0,1549.0,288.0,636.0,278.0,3.2188,150001 - 200000
765.0,-117.06,32.76,24.0,1629.0,587.0,1012.0,488.0,1.7452,150001 - 200000
766.0,-117.06,32.75,34.0,2516.0,611.0,1317.0,594.0,2.2308,100001 - 150000
767.0,-117.06,32.75,34.0,1917.0,419.0,1181.0,426.0,3.0208,100001 - 150000
768.0,-117.06,32.73,33.0,3444.0,619.0,1884.0,582.0,3.7891,100001 - 150000
769.0,-117.06,32.72,31.0,2669.0,514.0,1626.0,499.0,3.1923,100001 - 150000
770.0,-117.06,32.71,21.0,1864.0,388.0,1498.0,389.0,3.8194,100001 - 150000
771.0,-117.06,32.71,11.0,2397.0,523.0,1566.0,514.0,3.8687,100001 - 150000
772.0,-117.06,32.69,9.0,521.0,111.0,491.0,110.0,5.1305,150001 - 200000
773.0,-117.06,32.69,9.0,1520.0,269.0,1250.0,265.0,4.8875,150001 - 200000
774.0,-117.06,32.69,13.0,705.0,149.0,718.0,155.0,4.4375,150001 - 200000
775.0,-117.06,32.68,41.0,2665.0,515.0,1664.0,512.0,2.375,100001 - 150000
776.0,-117.06,32.68,38.0,1481.0,317.0,1080.0,291.0,2.85,100001 - 150000
777.0,-117.06,32.68,36.0,3815.0,796.0,2945.0,728.0,2.0959,100001 - 150000
778.0,-117.06,32.67,29.0,4047.0,754.0,2353.0,730.0,4.0505,100001 - 150000
779.0,-117.06,32.66,33.0,3425.0,511.0,1528.0,479.0,5.6889,200001 - 250000
780.0,-117.06,32.64,30.0,4494.0,667.0,1883.0,680.0,5.766,150001 - 200000
781.0,-117.06,32.63,37.0,1326.0,234.0,612.0,240.0,4.125,150001 - 200000
782.0,-117.06,32.63,29.0,4168.0,742.0,2096.0,713.0,4.2204,150001 - 200000
783.0,-117.06,32.62,36.0,786.0,125.0,408.0,138.0,3.9167,150001 - 200000
784.0,-117.06,32.61,34.0,4325.0,1015.0,2609.0,979.0,2.8489,100001 - 150000
785.0,-117.06,32.6,33.0,905.0,205.0,989.0,222.0,2.7014,100001 - 150000
786.0,-117.06,32.6,25.0,1075.0,238.0,434.0,234.0,1.7472,50001 - 100000
787.0,-117.06,32.6,24.0,1088.0,268.0,1095.0,246.0,2.4191,100001 - 150000
788.0,-117.06,32.58,17.0,2724.0,567.0,2213.0,554.0,3.8529,100001 - 150000
789.0,-117.06,32.58,13.0,3435.0,708.0,1761.0,699.0,3.4792,100001 - 150000
790.0,-117.06,32.58,11.0,2879.0,679.0,2098.0,673.0,3.5125,100001 - 150000
791.0,-117.06,32.57,25.0,1268.0,282.0,991.0,299.0,3.0284,100001 - 150000
792.0,-117.06,32.57,18.0,1384.0,311.0,1429.0,287.0,1.3362,50001 - 100000
793.0,-117.06,32.57,17.0,2252.0,378.0,1776.0,365.0,4.6364,100001 - 150000
794.0,-117.06,32.57,16.0,1269.0,282.0,1609.0,298.0,2.6985,150001 - 200000
795.0,-117.06,32.56,5.0,2706.0,925.0,3148.0,855.0,1.7301,100001 - 150000
796.0,-117.06,32.56,17.0,2803.0,683.0,2768.0,676.0,1.7958,100001 - 150000
797.0,-117.06,32.55,5.0,3223.0,940.0,3284.0,854.0,1.4384,100001 - 150000
798.0,-117.07,34.24,21.0,4773.0,1047.0,337.0,130.0,3.9375,100001 - 150000
799.0,-117.07,33.72,16.0,4928.0,960.0,2132.0,853.0,2.7983,100001 - 150000
800.0,-117.07,33.15,17.0,1893.0,297.0,936.0,287.0,5.1842,150001 - 200000
801.0,-117.07,33.15,15.0,2994.0,522.0,1231.0,503.0,3.2024,150001 - 200000
802.0,-117.07,33.14,16.0,2546.0,429.0,1683.0,408.0,4.7426,150001 - 200000
803.0,-117.07,33.13,33.0,555.0,165.0,612.0,176.0,2.1786,100001 - 150000
804.0,-117.07,33.13,17.0,6817.0,1632.0,4526.0,1474.0,2.6152,100001 - 150000
805.0,-117.07,33.12,32.0,2474.0,499.0,1224.0,461.0,2.7216,100001 - 150000
806.0,-117.07,33.12,21.0,4578.0,927.0,2818.0,900.0,3.1458,150001 - 200000
807.0,-117.07,33.12,12.0,2453.0,599.0,1251.0,529.0,2.4122,100001 - 150000
808.0,-117.07,33.11,31.0,2055.0,473.0,1326.0,427.0,3.0915,100001 - 150000
809.0,-117.07,33.11,17.0,5565.0,1237.0,3004.0,1139.0,3.0054,100001 - 150000
810.0,-117.07,33.07,8.0,2756.0,343.0,1045.0,340.0,8.5957,400001 - 450000
811.0,-117.07,33.04,4.0,2271.0,578.0,926.0,391.0,3.6437,200001 - 250000
812.0,-117.07,33.03,15.0,1095.0,158.0,361.0,176.0,6.8099,300001 - 350000
813.0,-117.07,33.03,14.0,6665.0,1231.0,2026.0,1001.0,5.09,250001 - 300000
814.0,-117.07,33.02,17.0,2863.0,665.0,715.0,467.0,2.6048,100001 - 150000
815.0,-117.07,33.01,5.0,5870.0,977.0,1917.0,842.0,5.1998,250001 - 300000
816.0,-117.07,33.01,25.0,2120.0,381.0,588.0,359.0,3.1187,150001 - 200000
817.0,-117.07,33.0,4.0,9153.0,1866.0,3775.0,1698.0,4.955,200001 - 250000
818.0,-117.07,33.0,4.0,6242.0,1258.0,2211.0,1116.0,4.25,250001 - 300000
819.0,-117.07,32.91,5.0,2234.0,256.0,894.0,253.0,10.3354,450001 - 500000
820.0,-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,150001 - 200000
821.0,-117.07,32.8,31.0,2550.0,395.0,1017.0,405.0,5.1488,150001 - 200000
822.0,-117.07,32.8,23.0,2698.0,410.0,1094.0,411.0,5.1782,150001 - 200000
823.0,-117.07,32.78,26.0,3725.0,623.0,1516.0,627.0,4.7143,250001 - 300000
824.0,-117.07,32.78,22.0,922.0,240.0,1524.0,235.0,1.6815,200001 - 250000
825.0,-117.07,32.77,38.0,3779.0,614.0,1495.0,614.0,4.3529,150001 - 200000
826.0,-117.07,32.77,38.0,1130.0,228.0,699.0,241.0,2.65,150001 - 200000
827.0,-117.07,32.77,34.0,2245.0,394.0,1849.0,429.0,3.5446,150001 - 200000
828.0,-117.07,32.76,42.0,1827.0,378.0,880.0,380.0,2.5125,150001 - 200000
829.0,-117.07,32.76,14.0,2523.0,545.0,1297.0,525.0,2.3886,100001 - 150000
830.0,-117.07,32.75,9.0,3464.0,749.0,1687.0,645.0,3.3026,100001 - 150000
831.0,-117.07,32.75,37.0,2690.0,549.0,1219.0,524.0,2.3148,150001 - 200000
832.0,-117.07,32.75,31.0,2036.0,501.0,1263.0,442.0,2.5583,100001 - 150000
833.0,-117.07,32.75,14.0,3073.0,851.0,2000.0,782.0,2.3824,100001 - 150000
834.0,-117.07,32.74,37.0,1042.0,205.0,589.0,208.0,2.6629,100001 - 150000
835.0,-117.07,32.73,18.0,2968.0,656.0,1149.0,581.0,2.6452,150001 - 200000
836.0,-117.07,32.72,18.0,1758.0,286.0,987.0,277.0,4.6875,100001 - 150000
837.0,-117.07,32.71,39.0,2754.0,652.0,2263.0,619.0,2.2454,50001 - 100000
838.0,-117.07,32.71,36.0,2448.0,475.0,1268.0,450.0,2.5682,100001 - 150000
839.0,-117.07,32.71,26.0,4151.0,823.0,2822.0,697.0,2.8372,100001 - 150000
840.0,-117.07,32.7,14.0,2763.0,456.0,1914.0,465.0,4.1645,100001 - 150000
841.0,-117.07,32.69,29.0,1429.0,293.0,1091.0,317.0,3.4609,100001 - 150000
842.0,-117.07,32.69,28.0,1485.0,275.0,820.0,283.0,4.069,150001 - 200000
843.0,-117.07,32.69,20.0,2192.0,406.0,1766.0,393.0,4.0921,100001 - 150000
844.0,-117.07,32.68,18.0,1475.0,267.0,1149.0,268.0,5.0827,100001 - 150000
845.0,-117.07,32.67,35.0,3200.0,725.0,1723.0,610.0,1.8977,50001 - 100000
846.0,-117.07,32.67,28.0,2758.0,623.0,2179.0,631.0,2.3814,100001 - 150000
847.0,-117.07,32.65,12.0,4131.0,891.0,2272.0,840.0,3.4701,200001 - 250000
848.0,-117.07,32.64,38.0,1486.0,269.0,745.0,295.0,4.6477,150001 - 200000
849.0,-117.07,32.64,32.0,5135.0,1025.0,2152.0,944.0,4.1325,150001 - 200000
850.0,-117.07,32.64,30.0,2873.0,774.0,1593.0,731.0,2.24,100001 - 150000
851.0,-117.07,32.63,40.0,1706.0,322.0,796.0,303.0,3.5583,150001 - 200000
852.0,-117.07,32.63,37.0,2372.0,444.0,1056.0,419.0,3.7583,100001 - 150000
853.0,-117.07,32.63,37.0,2303.0,379.0,1026.0,357.0,3.455,150001 - 200000
854.0,-117.07,32.62,19.0,5016.0,1173.0,2750.0,1081.0,2.7838,150001 - 200000
855.0,-117.07,32.61,22.0,5016.0,1331.0,3222.0,1196.0,2.1441,100001 - 150000
856.0,-117.07,32.61,10.0,1686.0,414.0,1000.0,391.0,2.1765,100001 - 150000
857.0,-117.07,32.6,18.0,2602.0,551.0,1042.0,550.0,1.9267,50001 - 100000
858.0,-117.07,32.59,21.0,1779.0,466.0,1327.0,488.0,1.6007,50001 - 100000
859.0,-117.07,32.57,17.0,2961.0,634.0,1911.0,615.0,2.5859,100001 - 150000
860.0,-117.07,32.57,14.0,1527.0,357.0,1224.0,363.0,2.7361,50001 - 100000
861.0,-117.07,32.56,9.0,3648.0,895.0,3293.0,840.0,3.0992,100001 - 150000
862.0,-117.08,34.96,28.0,1777.0,307.0,721.0,259.0,3.6343,50001 - 100000
863.0,-117.08,34.08,34.0,45.0,11.0,39.0,14.0,3.0625,450001 - 500000
864.0,-117.08,34.03,23.0,3862.0,699.0,2082.0,652.0,3.154,100001 - 150000
865.0,-117.08,34.02,20.0,3111.0,563.0,1453.0,538.0,3.3365,100001 - 150000
866.0,-117.08,33.82,6.0,1771.0,293.0,935.0,279.0,4.065,100001 - 150000
867.0,-117.08,33.23,14.0,3337.0,571.0,1385.0,512.0,4.15,250001 - 300000
868.0,-117.08,33.14,19.0,2629.0,494.0,1444.0,503.0,3.5462,150001 - 200000
869.0,-117.08,33.14,15.0,1497.0,250.0,827.0,239.0,4.3846,150001 - 200000
870.0,-117.08,33.14,11.0,1430.0,292.0,921.0,294.0,4.2357,150001 - 200000
871.0,-117.08,33.13,17.0,8466.0,2628.0,7014.0,2267.0,2.1437,100001 - 150000
872.0,-117.08,33.12,37.0,1060.0,268.0,823.0,229.0,1.8363,100001 - 150000
873.0,-117.08,33.12,33.0,674.0,208.0,565.0,188.0,1.875,100001 - 150000
874.0,-117.08,33.11,31.0,1832.0,444.0,1669.0,463.0,2.2146,100001 - 150000
875.0,-117.08,33.11,31.0,1356.0,324.0,1301.0,331.0,2.5331,100001 - 150000
876.0,-117.08,33.11,28.0,2094.0,585.0,1556.0,563.0,2.2,100001 - 150000
877.0,-117.08,33.09,23.0,3792.0,624.0,1988.0,658.0,4.7566,150001 - 200000
878.0,-117.08,33.08,23.0,3400.0,501.0,1383.0,488.0,4.9844,200001 - 250000
879.0,-117.08,33.04,10.0,2577.0,347.0,1193.0,365.0,6.53,250001 - 300000
880.0,-117.08,33.03,18.0,1339.0,284.0,761.0,290.0,5.3074,100001 - 150000
881.0,-117.08,33.03,17.0,987.0,142.0,463.0,152.0,5.8747,200001 - 250000
882.0,-117.08,33.03,15.0,3023.0,623.0,1283.0,559.0,3.3724,100001 - 150000
883.0,-117.08,33.03,10.0,2296.0,450.0,818.0,405.0,4.3424,150001 - 200000
884.0,-117.08,33.01,5.0,5659.0,931.0,2565.0,902.0,6.1949,200001 - 250000
885.0,-117.08,32.97,3.0,17466.0,3336.0,7644.0,2895.0,5.4584,200001 - 250000
886.0,-117.08,32.93,5.0,14944.0,2490.0,6600.0,2407.0,6.0857,300001 - 350000
887.0,-117.08,32.91,9.0,1547.0,218.0,683.0,231.0,7.5604,300001 - 350000
888.0,-117.08,32.91,16.0,1653.0,228.0,690.0,224.0,6.5853,200001 - 250000
889.0,-117.08,32.83,7.0,13703.0,2352.0,4446.0,1856.0,6.4335,250001 - 300000
890.0,-117.08,32.82,10.0,5177.0,856.0,2190.0,816.0,5.9734,250001 - 300000
891.0,-117.08,32.8,25.0,2963.0,552.0,1162.0,556.0,3.625,150001 - 200000
892.0,-117.08,32.78,21.0,2919.0,496.0,984.0,443.0,4.625,200001 - 250000
893.0,-117.08,32.77,31.0,1070.0,155.0,426.0,153.0,6.1628,200001 - 250000
894.0,-117.08,32.77,25.0,3911.0,849.0,1580.0,767.0,2.7778,150001 - 200000
895.0,-117.08,32.76,27.0,1221.0,254.0,606.0,259.0,3.0833,150001 - 200000
896.0,-117.08,32.76,20.0,2547.0,785.0,1199.0,643.0,1.7743,100001 - 150000
897.0,-117.08,32.76,18.0,1704.0,596.0,1639.0,548.0,1.7391,100001 - 150000
898.0,-117.08,32.75,20.0,1989.0,508.0,1452.0,462.0,2.0077,100001 - 150000
899.0,-117.08,32.75,16.0,1111.0,328.0,930.0,303.0,1.2347,100001 - 150000
900.0,-117.08,32.75,15.0,1821.0,516.0,1385.0,439.0,2.5101,50001 - 100000
901.0,-117.08,32.74,33.0,3260.0,673.0,1784.0,666.0,3.5078,100001 - 150000
902.0,-117.08,32.74,26.0,2359.0,622.0,2067.0,581.0,1.8103,100001 - 150000
903.0,-117.08,32.73,36.0,3331.0,643.0,1903.0,622.0,3.6974,100001 - 150000
904.0,-117.08,32.73,36.0,1158.0,218.0,619.0,233.0,3.6125,100001 - 150000
905.0,-117.08,32.73,19.0,2935.0,763.0,1953.0,720.0,1.4254,100001 - 150000
906.0,-117.08,32.71,27.0,2204.0,598.0,1656.0,521.0,1.4821,50001 - 100000
907.0,-117.08,32.7,37.0,2176.0,418.0,1301.0,375.0,2.875,50001 - 100000
908.0,-117.08,32.7,36.0,2103.0,390.0,1279.0,392.0,2.4135,50001 - 100000
909.0,-117.08,32.69,36.0,1571.0,284.0,1001.0,268.0,3.6875,100001 - 150000
910.0,-117.08,32.69,31.0,2558.0,487.0,1938.0,492.0,3.4875,100001 - 150000
911.0,-117.08,32.68,26.0,3071.0,615.0,2156.0,568.0,2.9318,100001 - 150000
912.0,-117.08,32.68,19.0,3635.0,1078.0,3127.0,1098.0,1.324,100001 - 150000
913.0,-117.08,32.67,31.0,3008.0,764.0,2088.0,757.0,2.5662,100001 - 150000
914.0,-117.08,32.66,43.0,1004.0,236.0,839.0,235.0,2.81,100001 - 150000
915.0,-117.08,32.65,28.0,2296.0,603.0,1277.0,550.0,2.3562,100001 - 150000
916.0,-117.08,32.65,17.0,2633.0,712.0,1487.0,694.0,2.5392,100001 - 150000
917.0,-117.08,32.64,38.0,917.0,256.0,494.0,233.0,1.9241,100001 - 150000
918.0,-117.08,32.64,11.0,1651.0,533.0,947.0,515.0,1.6806,100001 - 150000
919.0,-117.08,32.63,33.0,2891.0,793.0,1607.0,754.0,2.1281,100001 - 150000
920.0,-117.08,32.63,30.0,2504.0,559.0,1827.0,490.0,2.6146,150001 - 200000
921.0,-117.08,32.63,28.0,2080.0,427.0,1266.0,434.0,2.2788,100001 - 150000
922.0,-117.08,32.62,36.0,1674.0,309.0,818.0,307.0,3.4773,150001 - 200000
923.0,-117.08,32.62,28.0,2468.0,506.0,1353.0,522.0,3.0771,150001 - 200000
924.0,-117.08,32.62,16.0,5192.0,1381.0,3261.0,1321.0,2.2685,150001 - 200000
925.0,-117.08,32.61,27.0,2264.0,525.0,1485.0,468.0,3.3514,100001 - 150000
926.0,-117.08,32.6,24.0,1901.0,490.0,1334.0,476.0,2.2544,100001 - 150000
927.0,-117.08,32.59,8.0,2888.0,662.0,2441.0,683.0,2.7048,150001 - 200000
928.0,-117.08,32.59,30.0,144.0,52.0,220.0,48.0,2.3929,100001 - 150000
929.0,-117.08,32.58,22.0,2128.0,477.0,1420.0,450.0,3.2687,100001 - 150000
930.0,-117.08,32.57,9.0,6298.0,1512.0,4451.0,1456.0,2.569,50001 - 100000
931.0,-117.09,34.22,16.0,1347.0,327.0,271.0,91.0,4.0,50001 - 100000
932.0,-117.09,34.07,24.0,6260.0,1271.0,3132.0,1189.0,2.5156,100001 - 150000
933.0,-117.09,33.71,13.0,1974.0,426.0,1276.0,408.0,1.972,50001 - 100000
934.0,-117.09,33.15,13.0,3958.0,865.0,1981.0,840.0,3.4764,100001 - 150000
935.0,-117.09,33.13,9.0,5685.0,1442.0,3773.0,1250.0,3.0426,100001 - 150000
936.0,-117.09,33.12,11.0,567.0,184.0,620.0,163.0,2.5284,100001 - 150000
937.0,-117.09,33.11,32.0,1713.0,321.0,891.0,286.0,3.1429,150001 - 200000
938.0,-117.09,33.1,21.0,2876.0,539.0,1387.0,499.0,3.8292,150001 - 200000
939.0,-117.09,32.99,18.0,3215.0,588.0,1618.0,509.0,4.6028,200001 - 250000
940.0,-117.09,32.99,16.0,2175.0,327.0,1037.0,326.0,5.1909,200001 - 250000
941.0,-117.09,32.98,23.0,1125.0,273.0,687.0,308.0,2.3182,250001 - 300000
942.0,-117.09,32.91,9.0,2012.0,316.0,802.0,289.0,6.5706,250001 - 300000
943.0,-117.09,32.91,16.0,2005.0,266.0,827.0,270.0,7.0546,250001 - 300000
